customer_id,recency_days,tenure_days,frequency,monetary_total,avg_order_value,total_items,distinct_products,active_months,recent_revenue_90d,future_revenue
13691,304,304,1,212.78,212.78,145,54,1,0.0,0.0
13692,121,328,4,2497.66,624.41,1610,69,3,0.0,616.74
13693,282,640,9,2011.82,223.54,880,78,5,0.0,0.0
13694,15,643,132,177354.83,1343.6,174723,845,21,14684.98,19127.98
13695,6,485,13,2033.67,156.44,1362,36,8,1141.15,737.06
13696,329,574,3,2020.4,673.47,552,24,3,0.0,0.0
13698,504,589,2,465.53,232.77,231,31,2,0.0,0.0
13699,63,458,2,764.15,382.07,219,33,2,308.58,0.0
13700,0,578,11,1999.6,181.78,2523,162,7,707.6,613.86
13701,354,354,1,161.0,161.0,80,9,1,0.0,0.0
13702,353,353,1,135.18,135.18,74,5,1,0.0,0.0
13703,226,323,2,425.56,212.78,128,36,2,0.0,0.0
13705,52,532,6,1846.15,307.69,883,51,6,204.54,189.18
13706,210,534,2,631.17,315.58,301,38,2,0.0,0.0
13707,175,444,5,3365.86,673.17,2210,142,4,0.0,0.0
13708,179,179,1,296.88,296.88,306,49,1,0.0,0.0
13709,9,605,10,4202.91,420.29,2512,184,7,2464.51,3388.84
13710,331,520,2,329.04,164.52,160,7,2,0.0,180.48
13711,126,632,9,1792.26,199.14,819,80,6,0.0,0.0
13712,154,518,2,766.42,383.21,1128,32,2,0.0,0.0
13713,316,491,3,743.26,247.75,286,70,3,0.0,0.0
13714,373,373,1,161.35,161.35,50,30,1,0.0,0.0
13715,189,546,17,8483.29,499.02,4934,277,11,0.0,0.0
13716,177,177,1,138.28,138.28,138,21,1,0.0,0.0
13717,36,393,6,1274.28,212.38,1752,82,6,385.4,489.02
13718,154,203,2,306.55,153.28,173,9,2,0.0,0.0
13719,113,479,8,2112.31,264.04,1176,159,7,0.0,702.94
13720,24,162,4,799.9,199.97,501,42,4,367.8,0.0
13721,303,303,1,217.4,217.4,196,14,1,0.0,524.14
13722,39,554,10,5635.41,563.54,3059,137,6,911.94,0.0
13723,125,519,6,1209.2,201.53,629,51,5,0.0,0.0
13724,545,545,1,213.01,213.01,130,39,1,0.0,0.0
13725,77,216,7,1865.7,266.53,724,86,4,114.1,114.86
13726,8,8,1,292.68,292.68,384,23,1,292.68,786.98
13727,519,638,6,746.57,124.43,208,55,4,0.0,333.48
13728,15,638,15,2636.05,175.74,1165,68,15,303.09,219.12
13729,343,592,3,724.73,241.58,419,36,2,0.0,0.0
13730,43,69,2,752.6,376.3,488,38,1,752.6,0.0
13731,127,154,2,610.59,305.3,278,36,2,0.0,0.0
13733,318,643,2,487.03,243.52,335,28,2,0.0,0.0
13734,416,510,4,6701.64,1675.41,303,24,2,0.0,0.0
13735,83,634,11,8337.67,757.97,3747,318,9,474.54,1475.55
13736,168,641,6,2391.84,398.64,1283,255,5,0.0,374.37
13737,108,108,1,339.6,339.6,125,29,1,0.0,0.0
13738,304,304,1,440.93,440.93,240,88,1,0.0,0.0
13739,435,435,1,75.3,75.3,22,3,1,0.0,216.9
13740,148,645,5,1597.77,319.55,991,83,5,0.0,0.0
13741,91,125,2,363.13,181.56,143,20,2,0.0,305.3
13742,70,228,10,2648.72,264.87,971,163,5,492.7,482.3
13743,15,167,5,912.12,182.42,1212,8,4,558.96,429.48
13744,3,200,2,1156.36,578.18,1249,54,2,263.2,0.0
13745,70,454,2,777.36,388.68,1146,46,2,300.04,0.0
13746,321,321,1,176.69,176.69,83,9,1,0.0,0.0
13747,281,332,2,249.4,124.7,68,4,2,0.0,0.0
13748,3,646,9,2268.35,252.04,1108,40,6,367.4,0.0
13750,48,525,10,3271.55,327.16,1285,47,9,627.83,330.63
13751,196,196,1,296.25,296.25,152,9,1,0.0,0.0
13752,32,435,7,1590.73,227.25,1007,75,6,294.75,0.0
13753,195,644,4,2094.57,523.64,1450,64,4,0.0,0.0
13754,59,345,3,447.05,149.02,315,16,3,126.6,0.0
13756,1,632,17,6990.31,411.19,4096,134,14,1260.52,2217.19
13757,582,582,1,195.55,195.55,54,8,1,0.0,0.0
13758,109,646,13,8577.95,659.84,4717,199,10,0.0,839.03
13760,164,501,4,1211.94,302.99,522,80,4,0.0,151.7
13761,87,564,5,1373.23,274.65,661,82,4,491.71,578.94
13762,126,606,5,2472.48,494.5,2608,23,4,0.0,0.0
13763,325,343,2,3502.48,1751.24,2496,35,2,0.0,1714.96
13764,52,550,5,2377.13,475.43,1757,240,4,445.74,576.13
13765,561,561,1,352.82,352.82,297,17,1,0.0,0.0
13766,403,403,1,190.35,190.35,137,16,1,0.0,0.0
13767,16,646,64,27996.54,437.45,11846,113,19,2435.08,7543.99
13768,634,638,2,875.97,437.99,373,30,1,0.0,0.0
13769,0,631,18,5180.53,287.81,2267,111,14,728.61,619.89
13770,330,638,4,785.37,196.34,468,48,4,0.0,0.0
13771,107,560,7,4559.22,651.32,2488,135,5,0.0,1169.6
13772,4,562,7,2668.31,381.19,1219,356,6,457.8,445.91
13773,304,567,2,301.54,150.77,174,19,2,0.0,0.0
13775,498,498,1,1049.66,1049.66,455,63,1,0.0,0.0
13776,336,336,2,623.98,311.99,2,1,1,0.0,0.0
13777,37,645,52,42861.5,824.26,19804,44,20,1003.92,13616.92
13778,11,473,4,1124.49,281.12,511,33,4,178.7,0.0
13779,423,423,1,161.13,161.13,53,27,1,0.0,0.0
13780,78,315,2,492.09,246.05,336,43,2,116.28,243.73
13781,158,629,3,778.83,259.61,300,56,3,0.0,0.0
13782,32,641,10,1369.65,136.97,464,151,10,126.63,424.07
13783,395,581,4,1542.09,385.52,3437,4,4,0.0,0.0
13784,2,358,12,2571.59,214.3,2599,13,9,1095.72,338.64
13785,336,368,4,542.49,135.62,151,26,2,0.0,0.0
13786,275,644,6,3358.94,559.82,1652,80,5,0.0,0.0
13787,272,602,5,1019.86,203.97,717,56,5,0.0,202.64
13788,413,413,1,3.75,3.75,1,1,1,0.0,0.0
13789,296,296,1,239.46,239.46,258,18,1,0.0,0.0
13791,35,76,2,1516.0,758.0,1200,7,2,1516.0,0.0
13792,195,330,2,263.0,131.5,92,14,2,0.0,120.95
13793,554,554,1,96.0,96.0,52,7,1,0.0,0.0
13794,454,454,1,126.03,126.03,63,9,1,0.0,0.0
13795,296,545,4,836.3,209.07,1250,23,4,0.0,0.0
13796,407,407,1,289.7,289.7,218,22,1,0.0,0.0
13797,344,555,3,1179.45,393.15,573,71,3,0.0,0.0
13798,1,639,95,67844.16,714.15,42703,154,22,6359.42,7992.71
13799,24,552,9,2803.57,311.51,1539,64,8,347.16,0.0
13800,217,644,3,1679.56,559.85,891,73,3,0.0,0.0
13802,46,569,19,26259.11,1382.06,14129,212,13,1468.36,0.0
13803,163,526,3,1338.91,446.3,831,73,3,0.0,0.0
13804,4,344,6,2116.14,352.69,1270,107,4,819.78,1092.38
13805,37,37,1,500.24,500.24,728,6,1,500.24,424.36
13807,275,643,3,534.8,178.27,152,24,3,0.0,0.0
13808,1,4,2,723.1,361.55,324,33,1,723.1,1024.56
13809,213,368,3,679.7,226.57,281,23,3,0.0,0.0
13811,91,147,3,814.5,271.5,68,7,2,0.0,0.0
13812,13,13,1,278.74,278.74,191,20,1,278.74,260.26
13813,42,641,5,1783.75,356.75,917,55,5,385.14,981.72
13814,0,435,3,2257.32,752.44,1214,56,3,1579.12,0.0
13815,80,573,6,6426.13,1071.02,4786,188,6,1965.74,1049.61
13817,259,259,1,128.7,128.7,63,9,1,0.0,254.28
13818,337,337,1,61.28,61.28,60,5,1,0.0,0.0
13819,209,646,6,2642.35,440.39,2309,47,4,0.0,0.0
13820,326,588,3,660.65,220.22,287,68,3,0.0,0.0
13821,52,612,6,1410.73,235.12,483,158,4,115.49,0.0
13823,288,632,5,2445.79,489.16,1125,91,5,0.0,957.66
13824,43,545,11,3045.66,276.88,1334,52,11,196.86,269.1
13825,529,638,2,255.59,127.8,182,38,2,0.0,0.0
13826,84,84,1,189.5,189.5,82,10,1,189.5,0.0
13827,41,51,2,300.76,150.38,95,59,1,300.76,111.29
13829,329,329,1,102.0,102.0,12,1,1,0.0,0.0
13830,489,489,1,156.85,156.85,47,11,1,0.0,0.0
13831,46,637,16,6275.98,392.25,2329,121,10,357.4,747.6
13832,330,330,1,561.49,561.49,394,51,1,0.0,52.2
13833,67,312,2,701.36,350.68,244,43,2,384.8,0.0
13834,484,577,2,324.19,162.09,221,15,2,0.0,0.0
13835,63,553,5,798.04,159.61,369,41,4,208.89,297.23
13836,307,322,2,620.37,310.19,273,29,2,0.0,0.0
13837,119,225,2,271.24,135.62,183,17,2,0.0,0.0
13838,25,487,9,1753.95,194.88,700,291,4,241.48,212.14
13839,394,394,1,139.95,139.95,25,7,1,0.0,0.0
13840,324,324,1,651.4,651.4,358,40,1,0.0,0.0
13841,160,160,1,85.0,85.0,100,1,1,0.0,0.0
13842,63,569,16,4409.56,275.6,2004,166,13,336.8,1220.35
13843,289,289,1,319.75,319.75,145,18,1,0.0,0.0
13846,150,307,3,1106.66,368.89,662,69,3,0.0,201.13
13847,627,627,1,310.72,310.72,96,19,1,0.0,0.0
13848,0,638,8,3335.0,416.88,10200,3,8,320.0,0.0
13849,78,532,4,2524.93,631.23,1199,139,4,593.58,944.37
13850,37,37,1,1595.48,1595.48,944,93,1,1595.48,0.0
13851,3,587,8,4606.46,575.81,2525,111,6,2405.14,0.0
13852,518,518,1,187.35,187.35,85,11,1,0.0,0.0
13854,0,608,34,10613.6,312.16,3226,57,18,1309.62,1640.36
13855,408,639,4,1310.34,327.59,575,64,3,0.0,0.0
13856,76,527,11,1142.03,103.82,1105,33,8,169.5,0.0
13857,301,479,6,1001.01,166.84,782,99,5,0.0,0.0
13859,234,437,2,515.86,257.93,167,34,2,0.0,0.0
13861,337,438,2,273.26,136.63,225,21,2,0.0,0.0
13862,16,297,7,2128.03,304.0,1516,97,7,628.79,428.06
13863,155,501,4,1239.55,309.89,553,59,4,0.0,0.0
13864,294,294,1,662.4,662.4,192,1,1,0.0,0.0
13865,44,197,3,383.34,127.78,154,23,3,100.82,118.22
13867,126,126,1,138.85,138.85,31,8,1,0.0,876.44
13869,31,599,10,8111.57,811.16,4358,502,10,1519.99,0.0
13870,9,577,12,5120.61,426.72,3182,152,10,1635.44,591.47
13871,0,627,13,6095.24,468.86,2646,148,12,2216.91,1790.61
13872,435,633,3,919.57,306.52,339,51,3,0.0,0.0
13873,27,554,8,1038.92,129.87,472,55,7,159.2,0.0
13874,266,581,7,2049.15,292.74,864,46,6,0.0,0.0
13875,41,630,13,4452.38,342.49,2761,147,12,356.92,361.99
13877,378,597,2,332.44,166.22,370,20,2,0.0,117.24
13878,455,512,3,1191.53,397.18,484,59,3,0.0,1281.53
13879,553,553,1,395.5,395.5,204,25,1,0.0,0.0
13880,53,470,12,2852.65,237.72,1599,101,11,341.19,1539.01
13881,3,553,34,37418.26,1100.54,25570,177,17,5829.22,7760.84
13883,126,639,14,5628.32,402.02,3052,190,10,0.0,931.7
13884,185,378,8,1297.13,162.14,562,87,3,0.0,591.35
13885,97,108,2,506.8,253.4,182,28,2,0.0,0.0
13887,112,112,1,349.55,349.55,147,19,1,0.0,0.0
13888,27,483,7,2169.05,309.86,903,124,5,366.11,0.0
13889,0,594,6,1991.23,331.87,979,57,6,416.9,0.0
13890,15,641,6,1544.68,257.45,832,59,6,310.76,1382.7
13891,286,490,3,863.56,287.85,479,97,3,0.0,0.0
13892,154,483,3,689.2,229.73,2282,11,3,0.0,578.45
13893,205,205,1,821.1,821.1,190,21,1,0.0,0.0
13894,218,218,1,160.85,160.85,105,10,1,0.0,403.77
13895,51,644,4,2352.75,588.19,1131,100,4,937.3,1655.77
13896,533,533,1,388.55,388.55,149,21,1,0.0,0.0
13897,346,585,2,849.56,424.78,620,42,2,0.0,311.16
13898,233,319,2,686.4,343.2,544,43,2,0.0,0.0
13899,182,182,1,298.5,298.5,122,15,1,0.0,90.02
13900,91,532,6,1610.59,268.43,938,80,6,0.0,0.0
13901,15,611,14,5461.42,390.1,3152,265,11,2003.98,214.92
13902,540,632,5,34095.26,6819.05,220600,58,4,0.0,0.0
13903,308,308,1,165.45,165.45,103,10,1,0.0,0.0
13904,202,202,1,201.12,201.12,223,17,1,0.0,131.52
13905,640,640,1,312.65,312.65,135,12,1,0.0,0.0
13906,317,317,1,42.0,42.0,100,1,1,0.0,0.0
13907,599,599,1,136.8,136.8,68,4,1,0.0,0.0
13908,34,184,3,1461.61,487.2,919,65,3,630.5,907.94
13909,331,429,2,286.6,143.3,302,35,2,0.0,0.0
13911,52,556,19,4091.71,215.35,3945,178,11,733.72,143.28
13912,331,331,1,124.95,124.95,29,7,1,0.0,0.0
13913,414,414,1,42.22,42.22,10,3,1,0.0,0.0
13915,302,302,1,70.8,70.8,24,2,1,0.0,0.0
13916,371,583,4,1275.81,318.95,673,72,3,0.0,0.0
13917,99,99,1,65.38,65.38,38,5,1,0.0,206.66
13918,161,161,1,198.2,198.2,100,8,1,0.0,1014.64
13919,29,448,3,1189.02,396.34,997,59,3,213.15,171.66
13920,339,470,4,1774.68,443.67,1772,81,4,0.0,0.0
13921,310,629,4,730.7,182.68,210,36,4,0.0,0.0
13922,259,375,3,865.2,288.4,467,30,3,0.0,0.0
13925,0,42,4,678.25,169.56,331,28,3,678.25,0.0
13927,345,345,1,359.27,359.27,249,20,1,0.0,348.99
13928,14,41,2,225.45,112.73,87,13,2,225.45,239.12
13929,77,602,11,3494.1,317.65,1566,38,9,429.8,0.0
13930,44,44,1,210.0,210.0,210,10,1,210.0,127.34
13931,3,644,11,5257.38,477.94,3488,205,7,859.32,0.0
13932,202,202,1,307.4,307.4,72,16,1,0.0,0.0
13933,17,56,2,608.79,304.4,205,23,2,608.79,0.0
13934,171,171,1,922.1,922.1,390,31,1,0.0,0.0
13935,504,560,3,6116.92,2038.97,2252,67,3,0.0,0.0
13936,87,322,3,939.66,313.22,661,56,3,376.58,0.0
13937,77,310,2,880.13,440.06,587,54,2,158.85,0.0
13939,16,520,6,1382.62,230.44,1418,81,5,205.71,178.34
13940,24,52,2,391.06,195.53,240,25,2,391.06,448.08
13941,79,631,13,8840.6,680.05,4444,38,10,712.3,2281.7
13942,442,442,1,320.0,320.0,1000,1,1,0.0,0.0
13943,485,485,1,246.54,246.54,94,15,1,0.0,0.0
13944,561,561,1,200.43,200.43,153,35,1,0.0,0.0
13945,302,387,2,854.15,427.07,413,49,2,0.0,0.0
13946,109,643,5,1800.63,360.13,2667,48,5,0.0,75.6
13948,268,643,4,548.76,137.19,248,23,4,0.0,0.0
13949,2,2,1,537.9,537.9,542,38,1,537.9,1889.42
13950,154,154,1,179.31,179.31,81,7,1,0.0,565.75
13951,84,202,3,674.45,224.82,459,38,3,158.4,0.0
13952,125,631,14,12823.52,915.97,5947,238,10,0.0,0.0
13953,23,636,10,5729.36,572.94,4548,8,10,854.36,911.32
13955,62,283,3,545.17,181.72,274,82,3,117.86,0.0
13956,46,179,3,680.27,226.76,385,95,3,386.6,346.15
13957,325,566,3,458.25,152.75,157,21,3,0.0,0.0
13958,287,642,8,4709.23,588.65,2264,172,5,0.0,0.0
13959,189,419,5,815.42,163.08,541,75,5,0.0,260.76
13961,300,300,1,538.4,538.4,226,19,1,0.0,0.0
13962,153,343,2,310.85,155.43,103,19,2,0.0,51.95
13963,216,505,17,3011.87,177.17,2061,129,11,0.0,0.0
13964,295,338,2,438.9,219.45,228,22,2,0.0,0.0
13965,384,611,3,996.61,332.2,425,23,3,0.0,0.0
13966,343,343,1,390.86,390.86,772,21,1,0.0,0.0
13967,53,304,2,166.3,83.15,66,4,2,80.7,0.0
13968,331,331,1,123.66,123.66,174,8,1,0.0,0.0
13969,15,532,28,8223.28,293.69,4258,374,17,1912.89,5142.59
13970,294,345,2,846.55,423.27,469,10,2,0.0,0.0
13971,14,590,12,3895.21,324.6,2572,165,11,1011.38,772.36
13972,109,109,1,145.9,145.9,42,9,1,0.0,44.35
13973,195,195,1,264.7,264.7,109,11,1,0.0,0.0
13974,490,490,1,264.13,264.13,107,15,1,0.0,413.59
13975,36,583,10,4330.27,433.03,3169,377,9,536.1,1028.57
13976,114,576,4,1192.36,298.09,452,49,4,0.0,0.0
13977,319,319,1,519.81,519.81,303,13,1,0.0,0.0
13979,301,644,6,2546.36,424.39,1657,309,4,0.0,869.87
13980,347,564,4,599.78,149.94,305,47,4,0.0,200.14
13981,323,323,1,331.14,331.14,234,22,1,0.0,0.0
13982,71,596,8,3803.92,475.49,2383,98,8,326.34,641.67
13983,95,638,17,6186.08,363.89,3767,216,14,0.0,922.37
13984,34,640,11,1947.42,177.04,1389,50,9,102.1,101.18
13985,15,576,14,5733.77,409.56,2871,103,10,1607.74,4287.09
13987,287,308,2,682.54,341.27,492,46,1,0.0,0.0
13988,70,533,5,2533.34,506.67,1631,141,5,567.42,2224.46
13989,147,471,4,1656.65,414.16,1763,53,4,0.0,369.41
13990,121,121,1,311.3,311.3,190,16,1,0.0,0.0
13991,51,51,1,126.35,126.35,83,7,1,126.35,729.62
13992,288,371,2,142.7,71.35,90,5,2,0.0,76.8
13993,8,644,16,5556.76,347.3,1888,108,14,754.59,1218.95
13994,13,56,2,419.56,209.78,133,18,2,419.56,1893.58
13995,23,629,12,3380.22,281.69,2088,134,11,561.45,521.79
13996,294,307,2,895.76,447.88,613,29,1,0.0,0.0
13997,427,458,3,382.31,127.44,146,36,2,0.0,0.0
13998,354,484,3,566.7,188.9,204,30,3,0.0,0.0
13999,3,642,26,8469.42,325.75,4533,168,19,1622.15,1032.84
14000,119,645,5,2046.34,409.27,1838,28,5,0.0,0.0
14001,140,401,8,3796.15,474.52,1543,48,6,0.0,733.94
14002,42,64,2,529.73,264.87,877,47,1,529.73,0.0
14003,640,640,1,209.41,209.41,149,16,1,0.0,0.0
14004,6,343,9,4879.07,542.12,2433,97,6,2303.24,1379.38
14005,41,123,3,696.56,232.19,864,29,3,509.4,2178.16
14006,23,560,7,2196.67,313.81,2181,55,7,300.1,0.0
14007,420,420,1,79.48,79.48,16,5,1,0.0,0.0
14008,340,340,1,509.04,509.04,326,32,1,0.0,0.0
14009,106,370,3,1099.91,366.64,951,71,2,0.0,0.0
14010,473,473,2,445.15,222.57,177,20,1,0.0,0.0
14011,388,515,2,457.82,228.91,644,32,2,0.0,0.0
14012,185,185,1,328.8,328.8,160,11,1,0.0,0.0
14013,18,531,5,1084.57,216.91,775,56,5,354.52,0.0
14014,284,484,2,1443.03,721.51,928,37,2,0.0,505.18
14016,69,608,11,11403.41,1036.67,5722,354,11,976.58,0.0
14017,479,479,1,229.75,229.75,73,14,1,0.0,0.0
14018,553,553,1,367.15,367.15,224,13,1,0.0,0.0
14019,6,46,2,800.53,400.26,553,28,2,800.53,621.08
14020,384,437,2,606.21,303.11,207,29,2,0.0,642.8
14021,63,500,7,1716.58,245.23,878,84,7,130.2,0.0
14022,133,394,2,792.15,396.07,681,45,2,0.0,0.0
14023,158,158,1,273.14,273.14,162,16,1,0.0,310.93
14024,29,298,3,645.74,215.25,238,33,2,327.7,0.0
14025,372,491,8,4057.9,507.24,1914,60,4,0.0,0.0
14026,378,533,2,713.11,356.56,427,43,2,0.0,0.0
14028,458,458,3,10396.5,3465.5,7170,3,1,0.0,0.0
14029,52,52,1,165.2,165.2,24,6,1,165.2,302.46
14030,29,637,18,7559.7,419.98,3731,541,10,222.48,702.59
14031,34,644,38,33339.34,877.35,12307,262,19,1722.47,7659.83
14032,76,633,11,3720.05,338.19,3209,70,9,309.8,1130.22
14033,463,463,1,109.44,109.44,576,1,1,0.0,0.0
14034,65,65,2,473.91,236.95,307,23,1,473.91,177.91
14035,15,520,7,2265.96,323.71,1127,48,7,136.68,590.76
14036,192,192,1,626.65,626.65,268,38,1,0.0,0.0
14037,84,640,6,836.95,139.49,590,96,6,35.4,0.0
14038,52,581,4,2595.92,648.98,1444,88,4,370.1,473.96
14039,483,483,1,115.08,115.08,100,4,1,0.0,152.2
14040,2,646,33,11778.96,356.94,4779,318,19,792.25,866.61
14041,174,174,1,141.41,141.41,94,21,1,0.0,0.0
14042,633,633,1,431.98,431.98,180,21,1,0.0,0.0
14043,399,637,2,304.25,152.13,153,37,2,0.0,0.0
14044,11,592,9,3012.39,334.71,2069,520,8,368.37,110.71
14045,17,608,16,11313.03,707.06,4587,16,10,408.0,0.0
14046,192,192,1,154.99,154.99,460,14,1,0.0,0.0
14047,107,584,12,3582.34,298.53,1478,88,9,0.0,672.69
14048,213,290,3,748.69,249.56,467,126,2,0.0,0.0
14049,66,525,12,10842.7,903.56,6910,471,9,226.93,2396.33
14050,14,14,1,485.98,485.98,447,37,1,485.98,260.38
14051,21,644,29,15511.05,534.86,4387,74,17,2853.96,6922.95
14052,298,298,1,255.45,255.45,98,65,1,0.0,225.36
14053,32,394,4,572.3,143.07,490,3,4,260.25,0.0
14055,14,631,3,1520.96,506.99,720,33,3,725.64,0.0
14056,15,192,17,5382.51,316.62,2877,274,7,1687.19,2832.14
14057,8,644,18,7002.86,389.05,5557,222,13,2135.45,1405.98
14058,370,438,2,469.19,234.59,211,23,2,0.0,0.0
14059,174,174,1,183.6,183.6,128,8,1,0.0,0.0
14060,16,546,25,7481.44,299.26,6503,86,15,707.68,2037.64
14061,415,646,3,917.43,305.81,133,17,2,0.0,0.0
14062,20,637,21,22941.14,1092.44,10821,138,14,2967.16,2663.06
14063,346,639,9,22710.2,2523.36,3850,30,3,0.0,0.0
14064,21,595,14,3076.36,219.74,3702,116,11,255.52,256.06
14065,297,339,3,891.02,297.01,582,42,2,0.0,0.0
14066,174,174,1,152.55,152.55,45,7,1,0.0,0.0
14067,4,4,1,224.67,224.67,216,25,1,224.67,150.03
14068,228,585,4,1528.37,382.09,513,93,4,0.0,0.0
14069,422,469,2,230.06,115.03,59,37,2,0.0,0.0
14070,592,592,1,326.55,326.55,86,40,1,0.0,0.0
14071,168,172,2,356.81,178.41,295,22,1,0.0,1082.01
14072,574,574,1,390.85,390.85,65,19,1,0.0,0.0
14074,531,531,1,219.4,219.4,228,6,1,0.0,0.0
14075,169,449,4,1100.53,275.13,1010,48,4,0.0,634.34
14076,37,37,1,122.47,122.47,81,43,1,122.47,0.0
14077,90,303,4,426.06,106.52,256,41,4,0.0,189.02
14078,9,529,9,1692.63,188.07,618,107,9,221.46,0.0
14079,32,590,2,618.73,309.37,302,13,2,375.1,0.0
14080,321,645,4,1070.08,267.52,220,70,3,0.0,45.6
14081,210,637,10,5370.1,537.01,3712,465,7,0.0,0.0
14082,272,300,2,413.36,206.68,246,48,2,0.0,0.0
14083,34,629,9,937.75,104.19,635,99,7,59.45,469.51
14084,420,420,1,150.5,150.5,306,7,1,0.0,0.0
14085,49,639,27,8904.62,329.8,5577,443,15,435.78,1200.35
14086,370,370,1,39.95,39.95,1,1,1,0.0,0.0
14087,312,643,2,651.8,325.9,476,126,2,0.0,194.42
14088,36,329,10,39052.88,3905.29,9685,297,5,10153.05,24983.92
14090,232,232,1,76.32,76.32,72,1,1,0.0,0.0
14091,562,606,2,9530.08,4765.04,3316,13,2,0.0,0.0
14092,7,631,20,5897.96,294.9,3035,152,17,947.95,1331.49
14094,347,347,1,335.22,335.22,177,41,1,0.0,0.0
14095,630,630,1,2.95,2.95,1,1,1,0.0,0.0
14096,6,9,2,125.06,62.53,42,24,2,125.06,65039.73
14097,389,553,2,422.86,211.43,352,39,2,0.0,0.0
14099,28,637,17,4971.46,292.44,3217,252,15,988.46,794.25
14100,45,45,1,194.9,194.9,64,24,1,194.9,0.0
14101,50,529,12,8929.53,744.13,10006,19,11,785.0,1032.4
14104,62,468,5,771.58,154.32,509,117,5,216.21,0.0
14105,147,629,5,5988.83,1197.77,3534,200,5,0.0,0.0
14106,645,645,1,214.8,214.8,24,1,1,0.0,0.0
14107,4,638,10,4636.01,463.6,3302,99,10,986.86,241.29
14108,9,646,3,738.38,246.13,488,32,2,291.33,306.58
14110,27,646,26,10564.42,406.32,4914,154,14,1558.1,2423.53
14111,3,149,3,295.5,98.5,202,5,3,201.3,397.35
14112,38,562,10,4820.26,482.03,3036,174,7,748.32,1014.33
14113,262,639,13,5685.69,437.36,2796,58,8,0.0,1406.92
14114,181,514,7,1364.09,194.87,650,72,7,0.0,0.0
14115,409,574,2,622.67,311.34,509,22,2,0.0,0.0
14116,0,29,2,628.87,314.44,380,29,2,628.87,753.87
14117,51,51,1,90.0,90.0,72,3,1,90.0,0.0
14118,336,336,1,458.45,458.45,97,15,1,0.0,0.0
14119,283,626,2,183.37,91.69,177,11,2,0.0,0.0
14122,314,645,3,362.42,120.81,114,12,2,0.0,0.0
14123,641,641,1,436.18,436.18,234,24,1,0.0,0.0
14126,352,352,1,466.33,466.33,379,28,1,0.0,706.13
14127,30,333,6,1900.08,316.68,828,96,5,257.48,0.0
14128,163,459,2,592.25,296.13,519,34,2,0.0,331.96
14129,3,487,7,2193.71,313.39,1177,40,6,367.33,397.63
14130,227,636,4,1882.67,470.67,1239,189,4,0.0,0.0
14131,556,556,1,187.87,187.87,118,45,1,0.0,0.0
14132,21,91,5,1552.46,310.49,1420,48,3,1245.6,2033.57
14133,37,641,4,911.14,227.78,398,33,3,287.64,0.0
14134,290,637,15,11123.35,741.56,5814,130,9,0.0,0.0
14135,13,645,19,8143.93,428.63,8869,126,12,748.86,1499.99
14136,308,639,5,1570.81,314.16,1148,86,5,0.0,0.0
14137,603,603,1,332.7,332.7,462,11,1,0.0,0.0
14139,398,450,3,670.98,223.66,539,29,3,0.0,415.82
14141,13,13,1,285.16,285.16,140,16,1,285.16,629.97
14142,281,554,2,983.15,491.57,831,42,2,0.0,0.0
14143,41,41,1,115.8,115.8,30,7,1,115.8,0.0
14144,394,394,1,30.6,30.6,12,1,1,0.0,0.0
14145,64,518,6,6709.05,1118.17,1475,11,5,1722.6,891.0
14146,162,603,9,7163.03,795.89,4154,248,7,0.0,2287.27
14147,193,548,8,2289.6,286.2,927,23,5,0.0,300.6
14148,141,322,2,466.29,233.15,223,15,2,0.0,0.0
14149,128,128,1,446.62,446.62,218,28,1,0.0,0.0
14150,267,267,1,306.18,306.18,262,12,1,0.0,352.46
14151,581,624,2,679.45,339.73,405,44,2,0.0,0.0
14152,142,567,6,1690.56,281.76,1502,90,5,0.0,306.78
14153,391,391,1,233.4,233.4,312,17,1,0.0,0.0
14154,147,603,8,6460.7,807.59,3222,236,5,0.0,0.0
14155,174,174,1,118.75,118.75,25,6,1,0.0,0.0
14156,1,646,143,295425.08,2065.91,156940,1385,22,53992.99,18521.29
14157,193,554,4,847.07,211.77,455,68,4,0.0,155.71
14159,3,644,16,6004.89,375.31,4713,626,12,1645.27,1933.12
14160,518,606,7,8421.47,1203.07,4661,80,4,0.0,0.0
14161,123,634,7,3318.88,474.13,1623,202,7,0.0,0.0
14162,81,200,2,289.36,144.68,142,25,2,111.68,0.0
14163,60,370,4,1808.1,452.03,646,37,4,909.6,786.52
14165,183,183,1,122.54,122.54,54,23,1,0.0,0.0
14166,413,534,2,256.85,128.43,84,39,2,0.0,0.0
14167,73,589,7,1123.75,160.54,306,45,7,143.1,172.74
14168,328,472,2,370.45,185.22,147,11,2,0.0,0.0
14169,338,352,2,624.43,312.22,208,50,2,0.0,0.0
14170,283,303,3,597.33,199.11,290,123,1,0.0,0.0
14171,6,638,2,498.79,249.4,211,61,2,363.79,0.0
14172,513,550,3,402.72,134.24,88,38,2,0.0,0.0
14173,127,638,3,249.2,83.07,84,13,3,0.0,336.8
14175,79,535,7,5662.57,808.94,2120,166,7,883.41,2016.31
14176,205,289,5,916.01,183.2,326,33,4,0.0,0.0
14177,3,559,12,1979.34,164.94,988,141,7,309.41,250.0
14178,6,90,3,493.36,164.45,396,87,3,295.99,1127.57
14180,14,456,29,5680.85,195.89,778,120,14,676.5,638.4
